filename,split,spectral_label,kmeans_label,n_nodes,n_edges,cyclomatic,avg_degree,max_degree,n_endpoints,n_junctions,branching_ratio,total_length,avg_length,std_length,avg_tortuosity,node_density,components
pt_graph_134,test,0,2,35,20,1,1.1428571428571428,4.0,33,2,0.06060606060606061,20.0,1.0,0.0,1000000.0,0.0,16
pt_graph_135,test,0,2,14,10,0,1.4285714285714286,3.0,11,3,0.2727272727272727,10.0,1.0,0.0,1000000.0,0.0,4
pt_graph_136,test,0,0,18,17,0,1.8888888888888888,3.0,9,7,0.7777777777777778,17.0,1.0,0.0,1000000.0,0.0,1
pt_graph_137,test,0,2,38,23,0,1.2105263157894737,3.0,31,3,0.0967741935483871,23.0,1.0,0.0,1000000.0,0.0,15
pt_graph_138,test,0,2,33,24,0,1.4545454545454546,3.0,23,5,0.21739130434782608,24.0,1.0,0.0,1000000.0,0.0,9
pt_graph_139,test,0,0,28,25,1,1.7857142857142858,5.0,17,9,0.5294117647058824,25.0,1.0,0.0,1000000.0,0.0,4
pt_graph_140,test,0,2,21,17,0,1.619047619047619,3.0,14,6,0.42857142857142855,17.0,1.0,0.0,1000000.0,0.0,4
pt_graph_141,test,0,2,23,18,0,1.565217391304348,3.0,16,6,0.375,18.0,1.0,0.0,1000000.0,0.0,5
pt_graph_142,test,0,2,31,21,1,1.3548387096774193,4.0,26,5,0.19230769230769232,21.0,1.0,0.0,1000000.0,0.0,11
pt_graph_143,test,0,2,25,16,1,1.28,4.0,22,3,0.13636363636363635,16.0,1.0,0.0,1000000.0,0.0,10
pt_graph_144,test,0,2,18,10,0,1.1111111111111112,3.0,17,1,0.058823529411764705,10.0,1.0,0.0,1000000.0,0.0,8
pt_graph_145,test,0,2,42,32,0,1.5238095238095237,3.0,27,9,0.3333333333333333,32.0,1.0,0.0,1000000.0,0.0,10
pt_graph_146,test,0,2,17,12,0,1.411764705882353,3.0,13,3,0.23076923076923078,12.0,1.0,0.0,1000000.0,0.0,5
pt_graph_147,test,0,0,20,19,0,1.9,3.0,11,9,0.8181818181818182,19.0,1.0,0.0,1000000.0,0.0,1
pt_graph_148,test,0,2,15,9,0,1.2,3.0,13,1,0.07692307692307693,9.0,1.0,0.0,1000000.0,0.0,6
pt_graph_149,test,0,2,6,4,0,1.3333333333333333,3.0,5,1,0.2,4.0,1.0,0.0,1000000.0,0.0,2
pt_graph_150,test,0,2,26,19,0,1.4615384615384615,3.0,20,6,0.3,19.0,1.0,0.0,1000000.0,0.0,7
pt_graph_151,test,0,2,13,11,0,1.6923076923076923,3.0,8,4,0.5,11.0,1.0,0.0,1000000.0,0.0,2
pt_graph_152,test,0,0,47,42,0,1.7872340425531914,3.0,28,18,0.6428571428571429,42.0,1.0,0.0,1000000.0,0.0,5
pt_graph_153,test,0,0,36,33,2,1.8333333333333333,4.0,21,14,0.6666666666666666,33.0,1.0,0.0,1000000.0,0.0,5
pt_graph_154,test,0,0,19,18,2,1.894736842105263,4.0,11,8,0.7272727272727273,18.0,1.0,0.0,1000000.0,0.0,3
pt_graph_155,test,0,0,24,20,0,1.6666666666666667,3.0,16,8,0.5,20.0,1.0,0.0,1000000.0,0.0,4
pt_graph_156,test,0,2,9,7,0,1.5555555555555556,3.0,6,2,0.3333333333333333,7.0,1.0,0.0,1000000.0,0.0,2
pt_graph_157,test,0,2,16,9,0,1.125,3.0,15,1,0.06666666666666667,9.0,1.0,0.0,1000000.0,0.0,7
pt_graph_158,test,0,2,17,14,0,1.6470588235294117,3.0,11,5,0.45454545454545453,14.0,1.0,0.0,1000000.0,0.0,3
pt_graph_159,test,0,0,28,26,0,1.8571428571428572,3.0,16,12,0.75,26.0,1.0,0.0,1000000.0,0.0,2
pt_graph_160,test,0,0,26,26,1,2.0,3.0,13,13,1.0,26.0,1.0,0.0,1000000.0,0.0,1
pt_graph_161,test,0,0,15,14,0,1.8666666666666667,3.0,8,6,0.75,14.0,1.0,0.0,1000000.0,0.0,1
pt_graph_162,test,0,0,16,15,0,1.875,3.0,9,7,0.7777777777777778,15.0,1.0,0.0,1000000.0,0.0,1
pt_graph_163,test,0,0,12,11,0,1.8333333333333333,3.0,7,5,0.7142857142857143,11.0,1.0,0.0,1000000.0,0.0,1
pt_graph_164,test,0,0,14,13,0,1.8571428571428572,3.0,8,6,0.75,13.0,1.0,0.0,1000000.0,0.0,1
pt_graph_165,test,0,0,20,19,0,1.9,3.0,11,9,0.8181818181818182,19.0,1.0,0.0,1000000.0,0.0,1
pt_graph_166,test,0,0,27,27,1,2.0,4.0,14,13,0.9285714285714286,27.0,1.0,0.0,1000000.0,0.0,1
pt_graph_167,test,0,0,16,15,0,1.875,3.0,9,7,0.7777777777777778,15.0,1.0,0.0,1000000.0,0.0,1
pt_graph_168,test,0,2,17,13,0,1.5294117647058822,3.0,11,3,0.2727272727272727,13.0,1.0,0.0,1000000.0,0.0,4
pt_graph_169,test,2,1,77,78,2,2.0259740259740258,4.0,39,35,0.8974358974358975,78.0,1.0,0.0,1000000.0,0.0,1
pt_graph_170,test,2,1,85,86,2,2.023529411764706,4.0,42,39,0.9285714285714286,86.0,1.0,0.0,1000000.0,0.0,1
pt_graph_171,test,0,2,17,12,0,1.411764705882353,3.0,13,3,0.23076923076923078,12.0,1.0,0.0,1000000.0,0.0,5
pt_graph_172,test,0,2,32,25,0,1.5625,3.0,21,7,0.3333333333333333,25.0,1.0,0.0,1000000.0,0.0,7
pt_graph_173,test,0,1,61,55,3,1.8032786885245902,4.0,32,19,0.59375,55.0,1.0,0.0,1000000.0,0.0,9
pt_graph_174,test,0,2,3,2,0,1.3333333333333333,2.0,2,0,0.0,2.0,1.0,0.0,1000000.0,0.0,1
pt_graph_175,test,0,2,6,3,0,1.0,1.0,6,0,0.0,3.0,1.0,0.0,1000000.0,0.0,3
pt_graph_176,test,0,2,10,5,0,1.0,1.0,10,0,0.0,5.0,1.0,0.0,1000000.0,0.0,5
pt_graph_177,test,0,2,6,3,0,1.0,1.0,6,0,0.0,3.0,1.0,0.0,1000000.0,0.0,3
pt_graph_178,test,0,2,8,4,0,1.0,1.0,8,0,0.0,4.0,1.0,0.0,1000000.0,0.0,4
pt_graph_179,test,0,2,14,7,0,1.0,1.0,14,0,0.0,7.0,1.0,0.0,1000000.0,0.0,7
pt_graph_180,test,0,0,9,8,0,1.7777777777777777,3.0,5,3,0.6,8.0,1.0,0.0,1000000.0,0.0,1
pt_graph_181,test,0,2,6,5,0,1.6666666666666667,3.0,4,2,0.5,5.0,1.0,0.0,1000000.0,0.0,1
pt_graph_182,test,0,0,8,7,0,1.75,3.0,5,3,0.6,7.0,1.0,0.0,1000000.0,0.0,1
pt_graph_183,test,0,0,56,54,2,1.9285714285714286,3.0,30,26,0.8666666666666667,54.0,1.0,0.0,1000000.0,0.0,4
pt_graph_184,test,2,1,60,62,4,2.066666666666667,4.0,27,30,1.1111111111111112,62.0,1.0,0.0,1000000.0,0.0,2
pt_graph_185,test,2,1,73,74,2,2.0273972602739727,5.0,36,33,0.9166666666666666,74.0,1.0,0.0,1000000.0,0.0,1
pt_graph_186,test,0,0,49,44,0,1.7959183673469388,3.0,29,19,0.6551724137931034,44.0,1.0,0.0,1000000.0,0.0,5
pt_graph_187,test,0,0,57,56,0,1.9649122807017543,4.0,30,26,0.8666666666666667,56.0,1.0,0.0,1000000.0,0.0,1
pt_graph_188,test,0,0,40,39,0,1.95,4.0,22,18,0.8181818181818182,39.0,1.0,0.0,1000000.0,0.0,1
pt_graph_189,test,0,0,36,34,0,1.8888888888888888,4.0,21,15,0.7142857142857143,34.0,1.0,0.0,1000000.0,0.0,2
pt_graph_190,test,0,2,6,5,0,1.6666666666666667,3.0,4,2,0.5,5.0,1.0,0.0,1000000.0,0.0,1
pt_graph_191,test,0,2,9,6,0,1.3333333333333333,3.0,7,1,0.14285714285714285,6.0,1.0,0.0,1000000.0,0.0,3
pt_graph_192,test,0,2,11,7,0,1.2727272727272727,3.0,9,1,0.1111111111111111,7.0,1.0,0.0,1000000.0,0.0,4
pt_graph_193,test,0,2,4,3,0,1.5,3.0,3,1,0.3333333333333333,3.0,1.0,0.0,1000000.0,0.0,1
pt_graph_194,test,0,0,10,9,0,1.8,3.0,6,4,0.6666666666666666,9.0,1.0,0.0,1000000.0,0.0,1
pt_graph_195,test,0,2,21,16,0,1.5238095238095237,3.0,14,4,0.2857142857142857,16.0,1.0,0.0,1000000.0,0.0,5
pt_graph_196,test,0,2,10,6,0,1.2,3.0,9,1,0.1111111111111111,6.0,1.0,0.0,1000000.0,0.0,4
pt_graph_197,test,0,2,20,16,0,1.6,3.0,14,6,0.42857142857142855,16.0,1.0,0.0,1000000.0,0.0,4
pt_graph_198,test,2,1,71,59,0,1.6619718309859155,4.0,46,20,0.43478260869565216,59.0,1.0,0.0,1000000.0,0.0,12
pt_graph_199,test,2,1,94,87,0,1.851063829787234,4.0,50,33,0.66,87.0,1.0,0.0,1000000.0,0.0,7
pt_graph_200,test,0,0,51,42,0,1.6470588235294117,3.0,31,15,0.4838709677419355,42.0,1.0,0.0,1000000.0,0.0,9
pt_graph_201,test,0,0,41,36,2,1.7560975609756098,4.0,24,15,0.625,36.0,1.0,0.0,1000000.0,0.0,7
pt_graph_202,test,0,1,66,63,1,1.9090909090909092,4.0,36,29,0.8055555555555556,63.0,1.0,0.0,1000000.0,0.0,4
pt_graph_203,test,1,1,137,120,2,1.7518248175182483,4.0,86,47,0.5465116279069767,120.0,1.0,0.0,1000000.0,0.0,19
pt_graph_204,test,2,1,107,93,2,1.7383177570093458,4.0,66,36,0.5454545454545454,93.0,1.0,0.0,1000000.0,0.0,16
pt_graph_205,test,2,1,88,69,0,1.5681818181818181,4.0,60,20,0.3333333333333333,69.0,1.0,0.0,1000000.0,0.0,19
pt_graph_206,test,2,1,82,68,1,1.6585365853658536,4.0,55,24,0.43636363636363634,68.0,1.0,0.0,1000000.0,0.0,15
pt_graph_207,test,0,0,48,39,1,1.625,4.0,32,12,0.375,39.0,1.0,0.0,1000000.0,0.0,10
pt_graph_208,test,0,0,51,42,0,1.6470588235294117,3.0,33,15,0.45454545454545453,42.0,1.0,0.0,1000000.0,0.0,9
pt_graph_209,test,0,2,41,29,0,1.4146341463414633,3.0,32,8,0.25,29.0,1.0,0.0,1000000.0,0.0,12
pt_graph_210,test,0,1,65,51,0,1.5692307692307692,3.0,44,16,0.36363636363636365,51.0,1.0,0.0,1000000.0,0.0,14
pt_graph_211,test,0,0,55,50,0,1.8181818181818181,4.0,33,21,0.6363636363636364,50.0,1.0,0.0,1000000.0,0.0,5
pt_graph_212,test,0,2,21,14,0,1.3333333333333333,3.0,16,2,0.125,14.0,1.0,0.0,1000000.0,0.0,7
pt_graph_213,test,0,0,52,47,2,1.8076923076923077,4.0,33,19,0.5757575757575758,47.0,1.0,0.0,1000000.0,0.0,7
pt_graph_214,test,0,2,28,20,0,1.4285714285714286,3.0,22,6,0.2727272727272727,20.0,1.0,0.0,1000000.0,0.0,8
pt_graph_215,test,0,2,28,22,0,1.5714285714285714,3.0,20,8,0.4,22.0,1.0,0.0,1000000.0,0.0,6
pt_graph_216,test,0,2,31,23,1,1.4838709677419355,4.0,22,5,0.22727272727272727,23.0,1.0,0.0,1000000.0,0.0,9
pt_graph_217,test,0,0,15,13,0,1.7333333333333334,3.0,9,5,0.5555555555555556,13.0,1.0,0.0,1000000.0,0.0,2
pt_graph_218,test,0,2,18,15,0,1.6666666666666667,3.0,12,6,0.5,15.0,1.0,0.0,1000000.0,0.0,3
pt_graph_219,test,0,2,33,19,0,1.1515151515151516,3.0,30,2,0.06666666666666667,19.0,1.0,0.0,1000000.0,0.0,14
pt_graph_220,test,0,0,27,24,1,1.7777777777777777,3.0,15,9,0.6,24.0,1.0,0.0,1000000.0,0.0,4
pt_graph_221,test,0,2,22,17,0,1.5454545454545454,3.0,16,6,0.375,17.0,1.0,0.0,1000000.0,0.0,5
pt_graph_222,test,0,2,18,13,0,1.4444444444444444,3.0,14,4,0.2857142857142857,13.0,1.0,0.0,1000000.0,0.0,5
pt_graph_223,test,0,2,12,8,0,1.3333333333333333,3.0,10,2,0.2,8.0,1.0,0.0,1000000.0,0.0,4
pt_graph_224,test,0,2,28,21,1,1.5,4.0,21,6,0.2857142857142857,21.0,1.0,0.0,1000000.0,0.0,8
pt_graph_225,test,2,1,75,55,1,1.4666666666666666,4.0,55,16,0.2909090909090909,55.0,1.0,0.0,1000000.0,0.0,21
pt_graph_226,test,0,2,43,32,2,1.4883720930232558,4.0,32,8,0.25,32.0,1.0,0.0,1000000.0,0.0,13
pt_graph_227,test,0,0,14,14,1,2.0,3.0,7,7,1.0,14.0,1.0,0.0,1000000.0,0.0,1
pt_graph_228,test,0,0,12,13,2,2.1666666666666665,3.0,3,5,1.6666666666666667,13.0,1.0,0.0,1000000.0,0.0,1
pt_graph_229,test,0,2,5,4,0,1.6,3.0,3,1,0.3333333333333333,4.0,1.0,0.0,1000000.0,0.0,1
pt_graph_230,test,0,2,7,6,0,1.7142857142857142,3.0,4,2,0.5,6.0,1.0,0.0,1000000.0,0.0,1
pt_graph_231,test,0,0,12,11,0,1.8333333333333333,3.0,7,5,0.7142857142857143,11.0,1.0,0.0,1000000.0,0.0,1
pt_graph_232,test,0,2,7,6,0,1.7142857142857142,3.0,4,2,0.5,6.0,1.0,0.0,1000000.0,0.0,1
pt_graph_233,test,0,0,11,10,0,1.8181818181818181,3.0,6,4,0.6666666666666666,10.0,1.0,0.0,1000000.0,0.0,1
pt_graph_234,test,0,0,20,19,0,1.9,4.0,11,8,0.7272727272727273,19.0,1.0,0.0,1000000.0,0.0,1
pt_graph_235,test,0,0,21,20,0,1.9047619047619047,4.0,12,9,0.75,20.0,1.0,0.0,1000000.0,0.0,1
pt_graph_236,test,0,0,36,35,0,1.9444444444444444,3.0,19,17,0.8947368421052632,35.0,1.0,0.0,1000000.0,0.0,1
